"Number","SpeciesName","VenacularName","TaxonName","TaxonAuthor","TaxonType"
"5065","Rubus winteri (P. J. Muell. ex Focke) Foerster","Winters Brombeere","Rubus winteri","(P. J. Muell. ex Focke) Foerster","plant"
"24892","Rubus x pseudidaeus (Weihe) Lej.","Bastard-Himbeere","Rubus x pseudidaeus","(Weihe) Lej.","plant"
"24893","Rubus xiphophorus H. E. Weber","Schwerttragende Haselblattbrombeere","Rubus xiphophorus","H. E. Weber","plant"
"5071","Rudbeckia hirta L.","Rauer Sonnenhut","Rudbeckia hirta","L.","plant"
"5072","Rudbeckia laciniata L.","Schlitzblaettriger Sonnenhut","Rudbeckia laciniata","L.","plant"
"5073","Rumex acetosa L. , nom. cons. prop. (vide Jonsell & Nilsson 1996: Taxon 45: 132)","Grosser Sauerampfer","Rumex acetosa","L. , nom. cons. prop. (vide Jonsell & Nilsson 1996: Taxon 45: 132)","plant"
"26619","Rumex acetosella L. s. l.","Kleiner Sauerampfer","Rumex acetosella","L. s. l.","plant"
"26618","Rumex acetosella subsp. acetosella L.","Gewoehnlicher Kleiner Sauerampfer","Rumex acetosella subsp. acetosella","L.","plant"
"7393","Rumex acetosella subsp. pyrenaica (Pourr. ex Lapeyr.) Akeroyd","Verwachsenfruechtiger Kleiner Sauerampfer","Rumex acetosella subsp. pyrenaica","(Pourr. ex Lapeyr.) Akeroyd","plant"
"27440","Rumex acetosella var. acetosella L.","Gewoehnlicher Kleiner Sauerampfer","Rumex acetosella var. acetosella","L.","plant"
"23660","Rumex acetosella var. tenuifolius Wallr.","Schmalblaettriger Kleiner Sauerampfer","Rumex acetosella var. tenuifolius","Wallr.","plant"
"5080","Rumex aquaticus L.","Wasser-Ampfer","Rumex aquaticus","L.","plant"
"20080","Rumex arifolius All.","Berg-Sauerampfer","Rumex arifolius","All.","plant"
"5082","Rumex conglomeratus Murray","Knaeuelbluetiger Ampfer","Rumex conglomeratus","Murray","plant"
"5083","Rumex crispus L.","Krauser Ampfer","Rumex crispus","L.","plant"
"5084","Rumex hydrolapathum Huds.","Fluss-Ampfer","Rumex hydrolapathum","Huds.","plant"
"5085","Rumex longifolius DC.","Gemuese-Ampfer","Rumex longifolius","DC.","plant"
"5086","Rumex maritimus L.","Ufer-Ampfer","Rumex maritimus","L.","plant"
"5088","Rumex nivalis Hegetschw.","Schnee-Ampfer","Rumex nivalis","Hegetschw.","plant"
"5089","Rumex obtusifolius L.","Stumpfblaettriger Ampfer","Rumex obtusifolius","L.","plant"
"5094","Rumex palustris Sm.","Sumpf-Ampfer","Rumex palustris","Sm.","plant"
"5098","Rumex patientia L.","Garten-Ampfer","Rumex patientia","L.","plant"
"23661","Rumex pseudoalpinus Hoefft","Alpen-Ampfer","Rumex pseudoalpinus","Hoefft","plant"
"15398","Rumex salicifolius var. triangulivalvis (Danser) Hickman","Weidenblatt-Ampfer","Rumex salicifolius var. triangulivalvis","(Danser) Hickman","plant"
"5105","Rumex sanguineus L.","Hain-Ampfer","Rumex sanguineus","L.","plant"
"5106","Rumex scutatus L.","Schild-Ampfer","Rumex scutatus","L.","plant"
"5107","Rumex stenophyllus Ledeb.","Schmalblaettriger Ampfer","Rumex stenophyllus","Ledeb.","plant"
"5108","Rumex thyrsiflorus Fingerh.","Straussbluetiger Sauerampfer","Rumex thyrsiflorus","Fingerh.","plant"
"5112","Ruppia cirrhosa (Petagna) Grande","Schraubige Salde","Ruppia cirrhosa","(Petagna) Grande","plant"
"5113","Ruppia maritima L.","Strand-Salde","Ruppia maritima","L.","plant"
"5119","Ruta graveolens L.","Wein-Raute","Ruta graveolens","L.","plant"
"50910","Saelania glaucescens (Hedw.) Broth. ex Bom. & Broth.","Blaumoos","","","moss"
"5121","Sagina apetala Ard. s. str.","Kronblattloses Mastkraut","Sagina apetala","Ard. s. str.","plant"
"5125","Sagina maritima G. Don","Strand-Mastkraut","Sagina maritima","G. Don","plant"
"5122","Sagina micropetala Rauschert","Aufrechtes Mastkraut","Sagina micropetala","Rauschert","plant"
"5126","Sagina nodosa (L.) Fenzl","Knotiges Mastkraut","Sagina nodosa","(L.) Fenzl","plant"
"5128","Sagina procumbens L.","Niederliegendes Mastkraut","Sagina procumbens","L.","plant"
"5129","Sagina saginoides (L.) H. Karst.","Alpen-Mastkraut","Sagina saginoides","(L.) H. Karst.","plant"
"5132","Sagina subulata (Sw.) C. Presl","Pfriemen-Mastkraut","Sagina subulata","(Sw.) C. Presl","plant"
"5133","Sagittaria latifolia Willd.","Breitblaettriges Pfeilkraut","Sagittaria latifolia","Willd.","plant"
"5135","Sagittaria sagittifolia L.","Gewoehnliches Pfeilkraut","Sagittaria sagittifolia","L.","plant"
"11846","Salicornia europaea subsp. brachystachya (G. Mey.) Dahmen & Wisskirchen","Gewoehnlicher Kurzaehren-Queller","Salicornia europaea subsp. brachystachya","(G. Mey.) Dahmen & Wisskirchen","plant"
"11839","Salicornia europaea subsp. europaea L.","Zierlicher Kurzaehren-Queller","Salicornia europaea subsp. europaea","L.","plant"
"11856","Salicornia procumbens Sm.","Sandwatt-Queller","Salicornia procumbens","Sm.","plant"
"23705","Salicornia stricta Dumort.","Schlickwatt-Queller","Salicornia stricta","Dumort.","plant"
"5145","Salix acutifolia Willd.","Spitzblaettrige Weide","Salix acutifolia","Willd.","plant"
"5146","Salix alba L.","Silber-Weide","Salix alba","L.","plant"
"5180","Salix alpina Scop.","Alpen-Weide","Salix alpina","Scop.","plant"
"5151","Salix appendiculata Vill.","Grossblaettrige Weide","Salix appendiculata","Vill.","plant"
"5156","Salix aurita L.","Ohr-Weide","Salix aurita","L.","plant"
"23720","Salix bicolor Willd.","Zweifarbige Weide","Salix bicolor","Willd.","plant"
"5159","Salix caprea L.","Sal-Weide","Salix caprea","L.","plant"
"11892","Salix cinerea subsp. cinerea L.","Grau-Weide","Salix cinerea subsp. cinerea","L.","plant"
"7400","Salix cinerea subsp. oleifolia Macreight","Rostrote Weide","Salix cinerea subsp. oleifolia","Macreight","plant"
"5164","Salix daphnoides Vill.","Reif-Weide","Salix daphnoides","Vill.","plant"
"5166","Salix eleagnos Scop.","Lavendel-Weide","Salix eleagnos","Scop.","plant"
"5168","Salix fragilis L.","Bruch-Weide","Salix fragilis","L.","plant"
"5170","Salix glabra Scop.","Kahle Weide","Salix glabra","Scop.","plant"
"5172","Salix hastata L.","Spiess-Weide","Salix hastata","L.","plant"
"5175","Salix herbacea L.","Kraut-Weide","Salix herbacea","L.","plant"
"5185","Salix myrsinifolia Salisb.","Schwarzwerdende Weide","Salix myrsinifolia","Salisb.","plant"
"5182","Salix myrtilloides L.","Heidelbeer-Weide","Salix myrtilloides","L.","plant"
"5186","Salix pentandra L.","Lorbeer-Weide","Salix pentandra","L.","plant"
"5188","Salix purpurea L.","Purpur-Weide","Salix purpurea","L.","plant"
"27193","Salix repens agg.","Artengruppe Kriech-Weide","Salix repens agg.","","plant"
"11000","Salix repens subsp. dunensis Rouy","Duenen-Weide","Salix repens subsp. dunensis","Rouy","plant"
"5193","Salix repens subsp. repens L.","Gewoehnliche Kriech-Weide","Salix repens subsp. repens","L.","plant"
"5195","Salix reticulata L.","Netz-Weide","Salix reticulata","L.","plant"
"5198","Salix retusa L.","Stumpfblaettrige Teppich-Weide","Salix retusa","L.","plant"
"23739","Salix rosmarinifolia L.","Rosmarin-Weide","Salix rosmarinifolia","L.","plant"
"5199","Salix serpillifolia Scop.","Quendelblaettrige Teppich-Weide","Salix serpillifolia","Scop.","plant"
"5201","Salix starkeana Willd.","Bleiche Weide","Salix starkeana","Willd.","plant"
"5203","Salix triandra L.","Mandel-Weide","Salix triandra","L.","plant"
"7401","Salix triandra subsp. amygdalina (L.) Schuebl. & Martens","Bereifte Mandel-Weide","Salix triandra subsp. amygdalina","(L.) Schuebl. & Martens","plant"
"5205","Salix triandra subsp. triandra L.","Gewoehnliche Mandel-Weide","Salix triandra subsp. triandra","L.","plant"
"5206","Salix viminalis L.","Korb-Weide","Salix viminalis","L.","plant"
"5207","Salix waldsteiniana Willd.","Baeumchen-Weide","Salix waldsteiniana","Willd.","plant"
"50099","Salix x holosericea Willd. sensu Rechinger, Neumann, Skvortsov","Seidenblatt-Weide","Salix x holosericea","Willd. sensu Rechinger, Neumann, Skvortsov","plant"
"27195","Salix x multinervis Doell","Vielnervige Weide","Salix x multinervis","Doell","plant"
"5169","Salix x rubens Schrank","Fahl-Weide","Salix x rubens","Schrank","plant"
"5208","Salsola kali L.","Kali-Salzkraut","Salsola kali","L.","plant"
"5209","Salsola kali subsp. kali L.","Gewoehnliches Kali-Salzkraut","Salsola kali subsp. kali","L.","plant"
"5211","Salsola kali subsp. tragus (L.) Celak.","Ukraine-Salzkraut","Salsola kali subsp. tragus","(L.) Celak.","plant"
"5215","Salvia glutinosa L.","Klebriger Salbei","Salvia glutinosa","L.","plant"
"5216","Salvia nemorosa L.","Hain-Salbei","Salvia nemorosa","L.","plant"
"5217","Salvia officinalis L.","Echter Salbei","Salvia officinalis","L.","plant"
"5220","Salvia pratensis L.","Wiesen-Salbei","Salvia pratensis","L.","plant"
"5223","Salvia verticillata L.","Quirlbluetiger Salbei","Salvia verticillata","L.","plant"
"5225","Salvinia natans (L.) All.","Schwimmfarn","Salvinia natans","(L.) All.","plant"
"5226","Sambucus ebulus L.","Zwerg-Holunder","Sambucus ebulus","L.","plant"
"5227","Sambucus nigra L.","Schwarzer Holunder","Sambucus nigra","L.","plant"
"5228","Sambucus racemosa L.","Trauben-Holunder","Sambucus racemosa","L.","plant"
"5229","Samolus valerandi L.","Salz-Bunge","Samolus valerandi","L.","plant"
"5231","Sanguisorba minor Scop. s. l.","Kleiner Wiesenknopf","Sanguisorba minor","Scop. s. l.","plant"
"5232","Sanguisorba minor subsp. minor Scop.","Gewoehnlicher Kleiner Wiesenknopf","Sanguisorba minor subsp. minor","Scop.","plant"
"5233","Sanguisorba minor subsp. polygama (Waldst. & Kit.) Holub","Hoeckerfruechtiger Wiesenknopf","Sanguisorba minor subsp. polygama","(Waldst. & Kit.) Holub","plant"
"5235","Sanguisorba officinalis L.","Grosser Wiesenknopf","Sanguisorba officinalis","L.","plant"
"5236","Sanicula europaea L.","Sanikel","Sanicula europaea","L.","plant"
"50911","Sanionia uncinata (Hedw.) Loeske","Hakiges Sichelmoos","","","moss"
"5240","Saponaria ocymoides L.","Kleines Seifenkraut","Saponaria ocymoides","L.","plant"
"5241","Saponaria officinalis L.","Gewoehnliches Seifenkraut","Saponaria officinalis","L.","plant"
"5253","Saussurea alpina (L.) DC.","Gewoehnliche Alpenscharte","Saussurea alpina","(L.) DC.","plant"
"5257","Saussurea discolor (Willd.) DC.","Zweifarbige Alpenscharte","Saussurea discolor","(Willd.) DC.","plant"
"5258","Saussurea pygmaea (Jacq.) Spreng.","Zwerg-Alpenscharte","Saussurea pygmaea","(Jacq.) Spreng.","plant"
"5260","Saxifraga aizoides L.","Fetthennen-Steinbrech","Saxifraga aizoides","L.","plant"
"5261","Saxifraga androsacea L.","Mannsschild-Steinbrech","Saxifraga androsacea","L.","plant"
"5262","Saxifraga aphylla Sternb.","Blattloser Steinbrech","Saxifraga aphylla","Sternb.","plant"
"5269","Saxifraga bryoides L.","Moos-Steinbrech","Saxifraga bryoides","L.","plant"
"5271","Saxifraga burseriana L.","Bursers Steinbrech","Saxifraga burseriana","L.","plant"
"5272","Saxifraga caesia L.","Blaugruener Steinbrech","Saxifraga caesia","L.","plant"
"5287","Saxifraga granulata L.","Knoellchen-Steinbrech","Saxifraga granulata","L.","plant"
"5289","Saxifraga hirculus L.","Moor-Steinbrech","Saxifraga hirculus","L.","plant"
"5296","Saxifraga moschata Wulfen","Moschus-Steinbrech","Saxifraga moschata","Wulfen","plant"
"5298","Saxifraga mutata L.","Kies-Steinbrech","Saxifraga mutata","L.","plant"
"5303","Saxifraga oppositifolia L. s. str.","Gegenblaettriger Steinbrech","Saxifraga oppositifolia","L. s. str.","plant"
"5304","Saxifraga oppositifolia subsp. amphibia (Suend.) Braun-Blanq.","Bodensee-Steinbrech","Saxifraga oppositifolia subsp. amphibia","(Suend.) Braun-Blanq.","plant"
"5305","Saxifraga oppositifolia subsp. oppositifolia L.","Gegenblaettriger Steinbrech","Saxifraga oppositifolia subsp. oppositifolia","L.","plant"
"5307","Saxifraga paniculata Mill.","Trauben-Steinbrech","Saxifraga paniculata","Mill.","plant"
"7403","Saxifraga rosacea subsp. rosacea Moench","Rosen-Steinbrech i. e. S.","Saxifraga rosacea subsp. rosacea","Moench","plant"
"23791","Saxifraga rosacea subsp. sponhemica (C. C. Gmel.) D. A. Webb","Rheinischer Rasen-Steinbrech","Saxifraga rosacea subsp. sponhemica","(C. C. Gmel.) D. A. Webb","plant"
"5316","Saxifraga rotundifolia L.","Rundblaettriger Steinbrech","Saxifraga rotundifolia","L.","plant"
"5322","Saxifraga stellaris L.","Stern-Steinbrech","Saxifraga stellaris","L.","plant"
"5328","Saxifraga tridactylites L.","Dreifinger-Steinbrech","Saxifraga tridactylites","L.","plant"
"7402","Saxifraga x kochii Hornung","Zweibluetiger Steinbrech","Saxifraga x kochii","Hornung","plant"
"5336","Scabiosa canescens Waldst. & Kit.","Graue Skabiose","Scabiosa canescens","Waldst. & Kit.","plant"
"5338","Scabiosa columbaria L.","Tauben-Skabiose","Scabiosa columbaria","L.","plant"
"5342","Scabiosa lucida Vill.","Glaenzende Skabiose","Scabiosa lucida","Vill.","plant"
"5347","Scabiosa ochroleuca L.","Gelbe Skabiose","Scabiosa ochroleuca","L.","plant"
"5352","Scandix pecten-veneris L.","Venuskamm","Scandix pecten-veneris","L.","plant"
"50912","Scapania aequiloba (Schwaegr.) Dumort.","","","","moss"
"50913","Scapania aspera M. Bernet & Bernet","Rauhes Spatenmoos","","","moss"
"50914","Scapania calcicola (Arnell & J. Perss.) Ingham","","","","moss"
"50915","Scapania compacta (Roth) Dumort.","","","","moss"
"50916","Scapania curta (Mart.) Dumort.","","","","moss"
"50917","Scapania cuspiduligera (Nees) Muell.Frib.","","","","moss"
"50918","Scapania gymnostomophila Kaal.","","","","moss"
"50919","Scapania irrigua (Nees) Nees","","","","moss"
"50920","Scapania irrigua (Nees) Nees ssp. irrigua","","","","moss"
"50921","Scapania lingulata H. Buch","","","","moss"
"50922","Scapania mucronata H. Buch","","","","moss"
"50923","Scapania nemorea (L.) Grolle","Grosses gesaegtes Spatenmoos","","","moss"
"50924","Scapania paludicola Loeske & Muell.Frib.","","","","moss"
"50925","Scapania scandica (Arnell & H. Buch) Macvicar","","","","moss"
"50926","Scapania umbrosa (Schrad.) Dumort.","","","","moss"
"50927","Scapania undulata (L.) Dumort.","","","","moss"
"50928","Scapania undulata (L.) Dumort. var. undulata","","","","moss"
"50929","Scapania undulata var. oakesii (Austin) H. Buch","","","","moss"
"5355","Scheuchzeria palustris L.","Blumenbinse","Scheuchzeria palustris","L.","plant"
"50930","Schistidium apocarpum (Hedw.) Bruch & Schimp.","Verstecktkapseliges Spalthuetchen","","","moss"
"50931","Schistidium apocarpum (Hedw.) Bruch & Schimp. var. apocarpum","","","","moss"
"50932","Schistidium apocarpum var. confertum (Funck) H. M”ller","","","","moss"
"50933","Schistidium maritimum (Turner) Bruch & Schimp.","Meeres-Spalthuetchen","","","moss"
"50934","Schistidium rivulare (Brid.) Podp.","","","","moss"
"50935","Schistidium rivulare (Brid.) Podp. ssp. rivulare","","","","moss"
"50936","Schistidium strictum (Turner) Loeske ex Mart.","","","","moss"
"50937","Schistidium trichodon (Brid.) Poelt","","","","moss"
"50938","Schistostega pennata (Hedw.) F. Weber & D. Mohr","Leuchtmoos","","","moss"
"5359","Schoenoplectus lacustris (L.) Palla","Gewoehnliche Teichsimse","Schoenoplectus lacustris","(L.) Palla","plant"
"27410","Schoenoplectus litoralis (Schrad.) Palla","Strand-Teichsimse","Schoenoplectus litoralis","(Schrad.) Palla","plant"
"5362","Schoenoplectus mucronatus (L.) Palla","Stachelspitzige Teichsimse","Schoenoplectus mucronatus","(L.) Palla","plant"
"23821","Schoenoplectus pungens (Vahl) Palla","Amerikanische Teichsimse","Schoenoplectus pungens","(Vahl) Palla","plant"
"5363","Schoenoplectus supinus (L.) Palla","Niedrige Teichsimse","Schoenoplectus supinus","(L.) Palla","plant"
"5360","Schoenoplectus tabernaemontani (C. C. Gmel.) Palla","Salz-Teichsimse","Schoenoplectus tabernaemontani","(C. C. Gmel.) Palla","plant"
"5364","Schoenoplectus triqueter (L.) Palla","Dreikantige Teichsimse","Schoenoplectus triqueter","(L.) Palla","plant"
"50111","Schoenoplectus x carinatus (Sm.) Palla","Gekielte Teichsimse","Schoenoplectus x carinatus","(Sm.) Palla","plant"
"5365","Schoenus ferrugineus L.","Rostrotes Kopfried","Schoenus ferrugineus","L.","plant"
"5366","Schoenus nigricans L.","Schwarzes Kopfried","Schoenus nigricans","L.","plant"
"6991","Scilla bifolia L.","Zweiblaettriger Blaustern","Scilla bifolia","L.","plant"
"5373","Scilla siberica Haw.","Sibirischer Blaustern","Scilla siberica","Haw.","plant"
"23826","Scirpoides holoschoenus (L.) Soják","Kugelsimse","Scirpoides holoschoenus","(L.) Soják","plant"
"13964","Scirpus georgianus Harper","Schwarzgruene Simse","Scirpus georgianus","Harper","plant"
"5374","Scirpus radicans Schkuhr","Wurzelnde Simse","Scirpus radicans","Schkuhr","plant"
"5375","Scirpus sylvaticus L.","Wald-Simse","Scirpus sylvaticus","L.","plant"
"5376","Scleranthus annuus agg.","Artengruppe Einjaehriger Knaeuel","Scleranthus annuus agg.","","plant"
"5380","Scleranthus perennis L.","Ausdauernder Knaeuel","Scleranthus perennis","L.","plant"
"5378","Scleranthus polycarpos L.","Triften-Knaeuel","Scleranthus polycarpos","L.","plant"
"5379","Scleranthus verticillatus Tausch","Huegel-Knaeuel","Scleranthus verticillatus","Tausch","plant"
"5381","Sclerochloa dura (L.) P. Beauv.","Hartgras","Sclerochloa dura","(L.) P. Beauv.","plant"
"50939","Scleropodium purum (Hedw.) Limpr.","Rauhstielmoos, Gruenstengelmoos","","","moss"
"50940","Scleropodium purum (Hedw.) Limpr. var. purum","","","","moss"
"50941","Scleropodium touretii (Brid.) L.F. Koch","","","","moss"
"5382","Scolochloa festucacea (Willd.) Link","Schwingelschilf","Scolochloa festucacea","(Willd.) Link","plant"
"50942","Scopelophila cataractae (Mitt.) Broth.","","","","moss"
"50943","Scorpidium scorpioides (Hedw.) Limpr.","Skorpionsmoos","","","moss"
"5387","Scorzonera austriaca Willd.","Oesterreichische Schwarzwurzel","Scorzonera austriaca","Willd.","plant"
"5389","Scorzonera hispanica L.","Gewoehnliche Garten-Schwarzwurzel","Scorzonera hispanica","L.","plant"
"5390","Scorzonera humilis L.","Niedrige Schwarzwurzel","Scorzonera humilis","L.","plant"
"23200","Scorzonera laciniata L.","Schlitzblaettrige Schwarzwurzel","Scorzonera laciniata","L.","plant"
"5391","Scorzonera parviflora Jacq.","Kleinbluetige Schwarzwurzel","Scorzonera parviflora","Jacq.","plant"
"5392","Scorzonera purpurea L.","Violette Schwarzwurzel","Scorzonera purpurea","L.","plant"
"5395","Scrophularia auriculata L.","Wasser-Braunwurz","Scrophularia auriculata","L.","plant"
"5397","Scrophularia canina L.","Hunds-Braunwurz","Scrophularia canina","L.","plant"
"5400","Scrophularia nodosa L.","Knotige Braunwurz","Scrophularia nodosa","L.","plant"
"5402","Scrophularia umbrosa Dumort.","Gefluegelte Braunwurz","Scrophularia umbrosa","Dumort.","plant"
"6512","Scrophularia umbrosa subsp. neesii (Wirtg.) E. Mayer","Gekerbte Gefluegelte Braunwurz","Scrophularia umbrosa subsp. neesii","(Wirtg.) E. Mayer","plant"
"6511","Scrophularia umbrosa subsp. umbrosa Dumort.","Gewoehnliche Gefluegelte Braunwurz","Scrophularia umbrosa subsp. umbrosa","Dumort.","plant"
"5403","Scrophularia vernalis L.","Fruehlings-Braunwurz","Scrophularia vernalis","L.","plant"
"5405","Scutellaria altissima L.","Hohes Helmkraut","Scutellaria altissima","L.","plant"
"5407","Scutellaria galericulata L.","Sumpf-Helmkraut","Scutellaria galericulata","L.","plant"
"5408","Scutellaria hastifolia L.","Spiessblaettriges Helmkraut","Scutellaria hastifolia","L.","plant"
"5409","Scutellaria minor Huds.","Kleines Helmkraut","Scutellaria minor","Huds.","plant"
"21382","Securigera varia (L.) Lassen","Bunte Kronwicke","Securigera varia","(L.) Lassen","plant"
"5413","Sedum acre L.","Scharfer Mauerpfeffer","Sedum acre","L.","plant"
"5415","Sedum album L.","Weisse Fetthenne","Sedum album","L.","plant"
"5416","Sedum alpestre Vill.","Alpen-Fetthenne","Sedum alpestre","Vill.","plant"
"5418","Sedum annuum L.","Einjaehrige Fetthenne","Sedum annuum","L.","plant"
"5419","Sedum atratum L.","Schwaerzliche Fetthenne","Sedum atratum","L.","plant"
"5424","Sedum dasyphyllum L.","Dickblaettrige Fetthenne","Sedum dasyphyllum","L.","plant"
"5430","Sedum forsterianum Sm.","Zierliche Felsen-Fetthenne","Sedum forsterianum","Sm.","plant"
"5441","Sedum maximum (L.) Hoffm.","Grosse Fetthenne","Sedum maximum","(L.) Hoffm.","plant"
"5432","Sedum ochroleucum Chaix","Ockergelbe Fetthenne","Sedum ochroleucum","Chaix","plant"
"5428","Sedum rubens L.","Roetliche Fetthenne","Sedum rubens","L.","plant"
"23907","Sedum rupestre L.","Gewoehnliche Felsen-Fetthenne","Sedum rupestre","L.","plant"
"5437","Sedum sexangulare L.","Milder Mauerpfeffer","Sedum sexangulare","L.","plant"
"5438","Sedum spurium M. Bieb.","Kaukasus-Fetthenne","Sedum spurium","M. Bieb.","plant"
"27746","Sedum telephium L. (s. l.)","Purpur-Fetthenne i. w. S.","Sedum telephium","L. (s. l.)","plant"
"23911","Sedum telephium subsp. fabaria Kirschl.","Berg-Fetthenne","Sedum telephium subsp. fabaria","Kirschl.","plant"
"13745","Sedum telephium subsp. telephium","Purpur-Fetthenne","Sedum telephium subsp. telephium","","plant"
"5445","Sedum villosum L.","Sumpf-Fetthenne","Sedum villosum","L.","plant"
"5447","Selaginella helvetica (L.) Spring","Schweizer Moosfarn","Selaginella helvetica","(L.) Spring","plant"
"5448","Selaginella selaginoides (L.) P. Beauv.","Gezaehnter Moosfarn","Selaginella selaginoides","(L.) P. Beauv.","plant"
"50944","Seligeria acutifolia Lindb.","","","","moss"
"50945","Seligeria calcarea (Hedw.) Bruch & Schimp.","Zwergmoos","","","moss"
"50946","Seligeria campylopoda Kindb.","","","","moss"
"50947","Seligeria donniana (Sm.) Muell.Hal.","","","","moss"
"50948","Seligeria patula (Lindb.) Broth.","","","","moss"
"50949","Seligeria pusilla (Hedw.) Bruch & Schimp.","","","","moss"
"50950","Seligeria recurvata (Hedw.) Bruch & Schimp.","","","","moss"
"50951","Seligeria trifaria (Brid.) Lindb.","","","","moss"
"50952","Seligeria trifaria (Brid.) Lindb. ssp. trifaria","","","","moss"
"5449","Selinum carvifolia (L.) L.","Kuemmel-Silge","Selinum carvifolia","(L.) L.","plant"
"5450","Sempervivum arachnoideum L.","Spinnweben-Hauswurz","Sempervivum arachnoideum","L.","plant"
"5462","Sempervivum tectorum L.","Dach-Hauswurz","Sempervivum tectorum","L.","plant"
"6996","Sempervivum tectorum subsp. alpinum (Griseb. & Schenk) Wettst.","Alpen-Dachhauswurz","Sempervivum tectorum subsp. alpinum","(Griseb. & Schenk) Wettst.","plant"
"25680","Sempervivum tectorum subsp. tectorum L.","","Sempervivum tectorum subsp. tectorum","L.","plant"
"50140","Sempervivum x barbulatum Schott","Baertige Hauswurz","Sempervivum x barbulatum","Schott","plant"
"50113","Sempervivum x funckii Braun ex W. D. J. Koch","Funcks Hauswurz","Sempervivum x funckii","Braun ex W. D. J. Koch","plant"
"6519","Senecio abrotanifolius L.","Eberrauten-Greiskraut","Senecio abrotanifolius","L.","plant"
"5467","Senecio alpinus (L.) Scop.","Alpen-Greiskraut","Senecio alpinus","(L.) Scop.","plant"
"5469","Senecio aquaticus Hill s. str.","Gewoehnliches Wasser-Greiskraut","Senecio aquaticus","Hill s. str.","plant"
"5476","Senecio doronicum (L.) L.","Gemswurz-Greiskraut","Senecio doronicum","(L.) L.","plant"
"5470","Senecio erraticus Bertol.","Spreizendes Wasser-Greiskraut","Senecio erraticus","Bertol.","plant"
"5478","Senecio erucifolius L.","Raukenblaettriges Greiskraut","Senecio erucifolius","L.","plant"
"7002","Senecio germanicus subsp. germanicus Wallr.","Flaumiges Jacquins Hain-Greiskraut","Senecio germanicus subsp. germanicus","Wallr.","plant"
"7003","Senecio germanicus subsp. glabratus Herborg","Kahles Jacquins Hain-Greiskraut","Senecio germanicus subsp. glabratus","Herborg","plant"
"7001","Senecio germanicus Wallr.","Jacquins Hain-Greiskraut","Senecio germanicus","Wallr.","plant"
"5499","Senecio hercynicus Herborg","Gewoehnliches Hain-Greiskraut","Senecio hercynicus","Herborg","plant"
"6513","Senecio inaequidens DC.","Schmalblaettriges Greiskraut","Senecio inaequidens","DC.","plant"
"5485","Senecio incanus L.","Krainer Greiskraut","Senecio incanus","L.","plant"
"5486","Senecio incanus subsp. carniolicus (Willd.) Braun-Blanq.","Krainer Greiskraut","Senecio incanus subsp. carniolicus","(Willd.) Braun-Blanq.","plant"
"5494","Senecio jacobaea L.","Jakobs-Greiskraut","Senecio jacobaea","L.","plant"
"7005","Senecio jacobaea subsp. dunensis (Dumort.) Kadereit & P. D. Sell","Duenen-Jakobsgreiskraut","Senecio jacobaea subsp. dunensis","(Dumort.) Kadereit & P. D. Sell","plant"
"27442","Senecio jacobaea subsp. jacobaea L.","Gewoehnliches Jakobs-Greiskraut","Senecio jacobaea subsp. jacobaea","L.","plant"
"23947","Senecio ovatus (P. Gaertn., B. Mey. & Scherb.) Willd.","Fuchs' Greiskraut","Senecio ovatus","(P. Gaertn., B. Mey. & Scherb.) Willd.","plant"
"7006","Senecio ovatus subsp. alpestris (Gaudin) Herborg","Alpen-Fuchs' Greiskraut","Senecio ovatus subsp. alpestris","(Gaudin) Herborg","plant"
"7007","Senecio ovatus subsp. ovatus (P. Gaertn., B. Mey. & Scherb.) Willd.","Gewoehnliches Fuchs' Greiskraut","Senecio ovatus subsp. ovatus","(P. Gaertn., B. Mey. & Scherb.) Willd.","plant"
"5506","Senecio paludosus L.","Sumpf-Greiskraut","Senecio paludosus","L.","plant"
"23946","Senecio sarracenicus L.","Fluss-Greiskraut","Senecio sarracenicus","L.","plant"
"23970","Senecio squalidus L.","Felsen-Greiskraut","Senecio squalidus","L.","plant"
"5511","Senecio subalpinus Koch","Berg-Greiskraut","Senecio subalpinus","Koch","plant"
"5512","Senecio sylvaticus L.","Wald-Greiskraut","Senecio sylvaticus","L.","plant"
"5514","Senecio vernalis Waldst. & Kit.","Fruehlings-Greiskraut","Senecio vernalis","Waldst. & Kit.","plant"
"5515","Senecio viscosus L.","Klebriges Greiskraut","Senecio viscosus","L.","plant"
"5516","Senecio vulgaris L.","Gewoehnliches Greiskraut","Senecio vulgaris","L.","plant"
"27048","Serratula tinctoria subsp. tinctoria L.","Gewoehnliche Faerber-Scharte","Serratula tinctoria subsp. tinctoria","L.","plant"
"5530","Seseli annuum L.","Steppenfenchel","Seseli annuum","L.","plant"
"5538","Seseli hippomarathrum Jacq.","Pferde-Sesel","Seseli hippomarathrum","Jacq.","plant"
"5540","Seseli libanotis (L.) Koch","Heilwurz","Seseli libanotis","(L.) Koch","plant"
"5545","Seseli montanum L.","Berg-Sesel","Seseli montanum","L.","plant"
"23996","Sesleria albicans Kit. ex Schult.","Kalk-Blaugras","Sesleria albicans","Kit. ex Schult.","plant"
"5554","Sesleria ovata (Hoppe) Kern.","Eikoepfiges Blaugras","Sesleria ovata","(Hoppe) Kern.","plant"
