"Number","SpeciesName","VenacularName","TaxonName","TaxonAuthor","TaxonType"
"50367","Dicranella heteromalla (Hedw.) Schimp.","Sicheliges Kleingabelmoos","","","moss"
"50368","Dicranella howei Renauld & Cardot","","","","moss"
"50369","Dicranella palustris (Dicks.) Crundw. ex E.F. Warb.","Quell-Kleingabelzahnmoos","","","moss"
"50370","Dicranella rufescens (Dicks.) Schimp.","","","","moss"
"50371","Dicranella schreberiana (Hedw.) Hilf. ex H.A. Crum & L.E. Anderson","Schrebers Kleingabelmoos","","","moss"
"50372","Dicranella schreberiana (Hedw.) Hilf. ex H.A. Crum & L.E. Anderson var. schreberiana","","","","moss"
"50373","Dicranella schreberiana var. robusta (Braithw.) H.A. Crum & L.E. Anderson","","","","moss"
"50374","Dicranella staphylina H. Whitehouse","","","","moss"
"50375","Dicranella subulata (Hedw.) Schimp.","","","","moss"
"50376","Dicranella varia (Hedw.) Schimp.","","","","moss"
"50377","Dicranella varia (Hedw.) Schimp. var. varia","","","","moss"
"50378","Dicranella varia var. calaminaris Cardot ex M”nk.","","","","moss"
"50379","Dicranodontium denudatum (Brid.) E. Britton ex R.S. Williams","Zweizinkenmoos","","","moss"
"50380","Dicranoweisia cirrata (Hedw.) Lindb. ex Milde","Gabelzahnperlmoos","","","moss"
"50381","Dicranoweisia crispula (Hedw.) Lindb. ex Milde","","","","moss"
"50382","Dicranum bergeri Blandow ex Hoppe","","","","moss"
"50383","Dicranum bonjeanii De Not.","","","","moss"
"50384","Dicranum flagellare Hedw.","","","","moss"
"50385","Dicranum flexicaule Brid.","","","","moss"
"50386","Dicranum fulvum Hook.","","","","moss"
"50387","Dicranum fuscescens Sm.","Rostfilziges Gabelzahnmoos","","","moss"
"50388","Dicranum majus Sm.","","","","moss"
"50389","Dicranum montanum Hedw.","","","","moss"
"50390","Dicranum polysetum Sw.","Quelliges Gabelzahnmoos","","","moss"
"50391","Dicranum scoparium Hedw.","Besenartiges Gabelzahnmoos","","","moss"
"50392","Dicranum spurium Hedw.","","","","moss"
"50393","Dicranum tauricum Sapjegin","Steifbruechiges Gabelzahnmoos","","","moss"
"50394","Dicranum viride (Sull. & Lesq.) Lindb.","","","","moss"
"1958","Dictamnus albus L.","Diptam","Dictamnus albus","L.","plant"
"50395","Didymodon acutus (Brid.) K. Saito","","","","moss"
"50396","Didymodon cordatus Jur.","","","","moss"
"50397","Didymodon fallax (Hedw.) R.H. Zander","","","","moss"
"50398","Didymodon fallax (Hedw.) R.H. Zander var. fallax","","","","moss"
"50399","Didymodon ferrugineus (Besch.) M.O. Hill","","","","moss"
"50400","Didymodon ferrugineus (Besch.) M.O. Hill var. ferrugineus","","","","moss"
"50401","Didymodon glaucus Ryan","","","","moss"
"50402","Didymodon icmadophilus (Muell.Hal.) K. Saito","","","","moss"
"50403","Didymodon insulanus (De Not.) M.O. Hill","","","","moss"
"50404","Didymodon luridus Hornsch. ex Spreng.","","","","moss"
"50405","Didymodon nicholsonii Culm.","","","","moss"
"50406","Didymodon rigidulus Hedw.","","","","moss"
"50407","Didymodon rigidulus Hedw. var. rigidulus","","","","moss"
"50408","Didymodon rigidulus var. validus (Limpr.) Duell","","","","moss"
"50409","Didymodon sinuosus (Mitt.) Garov.","","","","moss"
"50410","Didymodon spadiceus (Mitt.) Limpr.","","","","moss"
"50411","Didymodon tophaceus (Brid.) Lisa","","","","moss"
"50412","Didymodon vinealis (Brid.) R.H. Zander","","","","moss"
"1960","Digitalis grandiflora Mill.","Grossbluetiger Fingerhut","Digitalis grandiflora","Mill.","plant"
"1963","Digitalis lutea L.","Gelber Fingerhut","Digitalis lutea","L.","plant"
"1964","Digitalis purpurea L.","Roter Fingerhut","Digitalis purpurea","L.","plant"
"1966","Digitaria ischaemum (Schreb. ex Schweigg.) Schreb. ex Muehl.","Faden-Fingerhirse","Digitaria ischaemum","(Schreb. ex Schweigg.) Schreb. ex Muehl.","plant"
"1967","Digitaria sanguinalis (L.) Scop.","Blutrote Fingerhirse","Digitaria sanguinalis","(L.) Scop.","plant"
"20017","Diphasiastrum alpinum (L.) Holub","Alpen-Flachbaerlapp","Diphasiastrum alpinum","(L.) Holub","plant"
"20016","Diphasiastrum complanatum (L.) Holub","Gewoehnlicher Flachbaerlapp","Diphasiastrum complanatum","(L.) Holub","plant"
"20018","Diphasiastrum issleri (Rouy) Holub","Isslers Flachbaerlapp","Diphasiastrum issleri","(Rouy) Holub","plant"
"20019","Diphasiastrum tristachyum (Pursh) Holub","Zypressen-Flachbaerlapp","Diphasiastrum tristachyum","(Pursh) Holub","plant"
"20020","Diphasiastrum zeilleri (Rouy) Holub","Zeillers Flachbaerlapp","Diphasiastrum zeilleri","(Rouy) Holub","plant"
"50413","Diphyscium foliosum (Hedw.) D. Mohr","","","","moss"
"50414","Diplophyllum albicans (L.) Dumort.","Doppelblattmoos","","","moss"
"50415","Diplophyllum obtusifolium (Hook.) Dumort.","","","","moss"
"50416","Diplophyllum taxifolium (Wahlenb.) Dumort.","","","","moss"
"1977","Diplotaxis muralis (L.) DC.","Mauer-Doppelsame","Diplotaxis muralis","(L.) DC.","plant"
"1978","Diplotaxis tenuifolia (L.) DC.","Schmalblaettriger Doppelsame","Diplotaxis tenuifolia","(L.) DC.","plant"
"1979","Diplotaxis viminea (L.) DC.","Ruten-Doppelsame","Diplotaxis viminea","(L.) DC.","plant"
"1980","Dipsacus fullonum L.","Wilde Karde","Dipsacus fullonum","L.","plant"
"1981","Dipsacus laciniatus L.","Schlitzblaettrige Karde","Dipsacus laciniatus","L.","plant"
"1982","Dipsacus pilosus L.","Behaarte Karde","Dipsacus pilosus","L.","plant"
"1983","Dipsacus strigosus Willd. ex Roem. & Schult.","Schlanke Karde","Dipsacus strigosus","Willd. ex Roem. & Schult.","plant"
"50417","Discelium nudum (Dicks.) Brid.","","","","moss"
"50418","Distichium capillaceum (Hedw.) B., S. & G.","Zweizeilenmoos","","","moss"
"50419","Distichium inclinatum (Hedw.) B., S. & G.","","","","moss"
"50420","Ditrichum crispatissimum (Muell.Hal.) Paris","","","","moss"
"50421","Ditrichum cylindricum (Hedw.) Grout","","","","moss"
"50422","Ditrichum flexicaule (Schwaegr.) Hampe","Doppelhaarmoos","","","moss"
"50423","Ditrichum heteromallum (Hedw.) E. Britton","","","","moss"
"50424","Ditrichum lineare (Sw.) Lindb.","","","","moss"
"50425","Ditrichum pallidum (Hedw.) Hampe","","","","moss"
"50426","Ditrichum plumbicola Crundw.","","","","moss"
"50427","Ditrichum pusillum (Hedw.) Hampe","","","","moss"
"50428","Ditrichum pusillum (Hedw.) Hampe var. pusillum","","","","moss"
"21566","Dittrichia graveolens (L.) Greuter","Klebriger Alant","Dittrichia graveolens","(L.) Greuter","plant"
"1984","Doronicum austriacum Jacq.","Oesterreichische Gemswurz","Doronicum austriacum","Jacq.","plant"
"1991","Doronicum columnae Ten.","Herzblaettrige Gemswurz","Doronicum columnae","Ten.","plant"
"1989","Doronicum glaciale (Wulfen) Nyman","Gletscher-Gemswurz","Doronicum glaciale","(Wulfen) Nyman","plant"
"1992","Doronicum grandiflorum Lam.","Grossbluetige Gemswurz","Doronicum grandiflorum","Lam.","plant"
"1995","Doronicum pardalianches L.","Kriechende Gemswurz","Doronicum pardalianches","L.","plant"
"1998","Dorycnium germanicum (Gremli) Rikli","Deutscher Backenklee","Dorycnium germanicum","(Gremli) Rikli","plant"
"1999","Dorycnium herbaceum Vill.","Krautiger Backenklee","Dorycnium herbaceum","Vill.","plant"
"50429","Douinia ovata (Dicks.) H. Buch","","","","moss"
"2001","Draba aizoides L.","Immergruenes Felsenbluemchen","Draba aizoides","L.","plant"
"2006","Draba dubia Suter","Eis-Felsenbluemchen","Draba dubia","Suter","plant"
"2007","Draba fladnizensis Wulfen","Fladnitzer Felsenbluemchen","Draba fladnizensis","Wulfen","plant"
"2014","Draba muralis L.","Mauer-Felsenbluemchen","Draba muralis","L.","plant"
"2015","Draba nemorosa L.","Hain-Felsenbluemchen","Draba nemorosa","L.","plant"
"2018","Draba sauteri Hoppe","Sauters Felsenbluemchen","Draba sauteri","Hoppe","plant"
"2019","Draba siliquosa M. Bieb.","Kaerntner Felsenbluemchen","Draba siliquosa","M. Bieb.","plant"
"2021","Draba tomentosa Clairv.","Filziges Felsenbluemchen","Draba tomentosa","Clairv.","plant"
"2023","Dracocephalum ruyschiana L.","Nordischer Drachenkopf","Dracocephalum ruyschiana","L.","plant"
"50430","Drepanocladus aduncus (Hedw.) Warnst.","Gelbgruenes Sichelmoos","","","moss"
"50431","Drepanocladus aduncus (Hedw.) Warnst. var. aduncus","","","","moss"
"50432","Drepanocladus aduncus var. kneiffii (Schimp.) M”nk.","","","","moss"
"50433","Drepanocladus aduncus var. polycarpus (Voit) G. Roth","","","","moss"
"50434","Drepanocladus capillifolius (Warnst.) Warnst.","","","","moss"
"50435","Drepanocladus cossonii Schimp.","","","","moss"
"50436","Drepanocladus lycopodioides (Brid.) Warnst.","","","","moss"
"50437","Drepanocladus revolvens (Sw.) Warnst.","Kreisfoermiges Sichelmoos","","","moss"
"50438","Drepanocladus sendtneri (Muell.Hal.) Warnst.","","","","moss"
"2026","Drosera intermedia Hayne","Mittlerer Sonnentau","Drosera intermedia","Hayne","plant"
"21588","Drosera longifolia L.","Langblaettriger Sonnentau","Drosera longifolia","L.","plant"
"2028","Drosera rotundifolia L.","Rundblaettriger Sonnentau","Drosera rotundifolia","L.","plant"
"2029","Dryas octopetala L.","Silberwurz","Dryas octopetala","L.","plant"
"2038","Dryopteris affinis (Lowe) Fraser-Jenk.","Spreuschuppiger Wurmfarn","Dryopteris affinis","(Lowe) Fraser-Jenk.","plant"
"2032","Dryopteris carthusiana (Vill.) H. P. Fuchs","Gewoehnlicher Dornfarn","Dryopteris carthusiana","(Vill.) H. P. Fuchs","plant"
"2034","Dryopteris cristata (L.) A. Gray","Kammfarn","Dryopteris cristata","(L.) A. Gray","plant"
"2033","Dryopteris dilatata (Hoffm.) A. Gray","Breitblaettriger Dornfarn","Dryopteris dilatata","(Hoffm.) A. Gray","plant"
"2031","Dryopteris expansa (C. Presl) Fraser-Jenk. & Jermy","Feingliedriger Dornfarn","Dryopteris expansa","(C. Presl) Fraser-Jenk. & Jermy","plant"
"2037","Dryopteris filix-mas (L.) Schott","Gewoehnlicher Wurmfarn","Dryopteris filix-mas","(L.) Schott","plant"
"2036","Dryopteris oreades Fomin","Geroell-Wurmfarn","Dryopteris oreades","Fomin","plant"
"2039","Dryopteris remota (A. Braun ex Doell) Druce","Entferntfiedriger Dornfarn","Dryopteris remota","(A. Braun ex Doell) Druce","plant"
"2041","Dryopteris villarii (Bellardi) Woyn. ex Thell. s. str.","Starrer Wurmfarn","Dryopteris villarii","(Bellardi) Woyn. ex Thell. s. str.","plant"
"50439","Dryptodon patens (Hedw.) Brid.","","","","moss"
"2050","Echinochloa crus-galli (L.) P. Beauv.","Gewoehnliche Huehnerhirse","Echinochloa crus-galli","(L.) P. Beauv.","plant"
"2057","Echinops banaticus Rochel ex Schrader","Banater Kugeldistel","Echinops banaticus","Rochel ex Schrader","plant"
"2058","Echinops exaltatus Schrad.","Druesenlose Kugeldistel","Echinops exaltatus","Schrad.","plant"
"2062","Echinops sphaerocephalus L.","Druesenblaettrige Kugeldistel","Echinops sphaerocephalus","L.","plant"
"2067","Echium vulgare L.","Gewoehnlicher Natternkopf","Echium vulgare","L.","plant"
"2073","Elatine alsinastrum L.","Quirl-Taennel","Elatine alsinastrum","L.","plant"
"2075","Elatine hexandra (Lapierre) DC.","Sechsmaenniger Taennel","Elatine hexandra","(Lapierre) DC.","plant"
"2077","Elatine hydropiper L.","Wasserpfeffer-Taennel","Elatine hydropiper","L.","plant"
"2078","Elatine triandra Schkuhr","Dreimaenniger Taennel","Elatine triandra","Schkuhr","plant"
"2079","Eleocharis acicularis (L.) Roem. & Schult.","Nadel-Sumpfbinse","Eleocharis acicularis","(L.) Roem. & Schult.","plant"
"21614","Eleocharis austriaca Hayek","Oesterreichische Sumpfbinse","Eleocharis austriaca","Hayek","plant"
"10257","Eleocharis mamillata Lindb.f. s. str.","Zitzen-Sumpfbinse","Eleocharis mamillata","Lindb.f. s. str.","plant"
"2083","Eleocharis multicaulis (Sm.) Desv.","Vielstaengelige Sumpfbinse","Eleocharis multicaulis","(Sm.) Desv.","plant"
"2086","Eleocharis ovata (Roth) Roem. & Schult.","Eifoermige Sumpfbinse","Eleocharis ovata","(Roth) Roem. & Schult.","plant"
"2091","Eleocharis palustris (L.) Roem. & Schult.","Gewoehnliche Sumpfbinse","Eleocharis palustris","(L.) Roem. & Schult.","plant"
"2092","Eleocharis palustris subsp. palustris (L.) Roem. & Schult.","Kleinfruechtige Gewoehnliche Sumpfbinse","Eleocharis palustris subsp. palustris","(L.) Roem. & Schult.","plant"
"2093","Eleocharis palustris subsp. vulgaris Walters","Grossfruechtige Gewoehnliche Sumpfbinse","Eleocharis palustris subsp. vulgaris","Walters","plant"
"2095","Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer","Zwerg-Sumpfbinse","Eleocharis parvula","(Roem. & Schult.) Link ex Bluff, Nees & Schauer","plant"
"2096","Eleocharis quinqueflora (Hartmann) O. Schwarz","Armbluetige Sumpfbinse","Eleocharis quinqueflora","(Hartmann) O. Schwarz","plant"
"2094","Eleocharis uniglumis (Link) Schult.","Einspelzige Sumpfbinse","Eleocharis uniglumis","(Link) Schult.","plant"
"7329","Elodea callitrichoides (Rich.) Casp.","Argentinische Wasserpest","Elodea callitrichoides","(Rich.) Casp.","plant"
"2098","Elodea canadensis Michx.","Kanadische Wasserpest","Elodea canadensis","Michx.","plant"
"2099","Elodea nuttallii (Planch.) H. St. John","Schmalblaettrige Wasserpest","Elodea nuttallii","(Planch.) H. St. John","plant"
"27779","Elymus arenosus (Spenn.) Conert","Sand-Quecke","Elymus arenosus","(Spenn.) Conert","plant"
"27782","Elymus athericus (Link) Kerguélen","Duenen-Quecke","Elymus athericus","(Link) Kerguélen","plant"
"20145","Elymus caninus (L.) L.","Hunds-Quecke","Elymus caninus","(L.) L.","plant"
